Project Gutenberg Kids Books,Languages,,,,,,,,,,,,,,,
https://www.gutenberg.org/wiki/Children%27s_Literature_(Bookshelf),da,de,el,en,eo,es,fi,fr,hu,it,la,nl,pt,sv,tl,zh
,,,,,,,48585,12331,,,,,,,,
,,,,,,,52883,43980,,,,,,,,
,,,,,,,14505,40778,,,,,,,,
,,,,,,,48968,798,,,,,,,,
,,,,,,,49926,14799,,,,,,,,
,,,,,,,53257,39311,,,,,,,,
,,,,,,,47551,8563,,,,,,,,
,,,,,,,55204,27381,,,,,,,,
,,,,,,,53632,28124,,,,,,,,
,,,,,,,54408,15642,,,,,,,,
,,,,,,,52021,48004,,,,,,,,
,,,,,,,39636,16234,,,,,,,,
,,,,,,,47020,37384,,,,,,,,
,,,,,,,50684,15310,,,,,,,,
,,,,,,,58630,41079,,,,,,,,
,,,,,,,43018,33893,,,,,,,,
,,,,,,,57956,17551,,,,,,,,
,,,,,,,39057,33796,,,,,,,,
,,,,,,,55741,57919,,,,,,,,
,,,,,,,43978,5104,,,,,,,,
,,,,,,,44832,9824,,,,,,,,
,,,,,,,47286,50580,,,,,,,,
,,,,,,,54207,27215,,,,,,,,
,,,,,,,44602,29179,,,,,,,,
,,,,,,,56826,47164,,,,,,,,
,,,,,,,53825,35482,,,,,,,,
,,,,,,,51480,39774,,,,,,,,
,,,,,,,42570,12504,,,,,,,,
,,,,,,,52736,37634,,,,,,,,
,,,,,,,28620,45879,,,,,,,,
,,,,,,,50359,12174,,,,,,,,
,,,,,,,52852,24007,,,,,,,,
,,,,,,,45161,26118,,,,,,,,
,,,,,,,41543,45911,,,,,,,,
,,,,,,,48397,50278,,,,,,,,
,,,,,,,57051,38244,,,,,,,,
,,,,,,,11914,55605,,,,,,,,
,,,,,,,53543,24320,,,,,,,,
,,,,,,,55943,24260,,,,,,,,
,,,,,,,48787,47903,,,,,,,,
,,,,,,,52536,29302,,,,,,,,
,,,,,,,16391,26757,,,,,,,,
,,,,,,,55811,57525,,,,,,,,
,,,,,,,57332,14541,,,,,,,,
,,,,,,,58760,42472,,,,,,,,
,,,,,,,52224,9945,,,,,,,,
,,,,,,,52672,18610,,,,,,,,
,,,,,,,56107,8864,,,,,,,,
,,,,,,,50667,46003,,,,,,,,
,,,,,,,48667,16388,,,,,,,,
,,,,,,,52497,39328,,,,,,,,
,,,,,,,21444,5147,,,,,,,,
,,,,,,,59087,30994,,,,,,,,
,,,,,,,53923,15267,,,,,,,,
,,,,,,,50039,33106,,,,,,,,
,,,,,,,52948,33861,,,,,,,,
,,,,,,,18624,52145,,,,,,,,
,,,,,,,55991,48529,,,,,,,,
,,,,,,,45145,15574,,,,,,,,
,,,,,,,38651,58801,,,,,,,,
,,,,,,,42116,30518,,,,,,,,
,,,,,,,54249,42852,,,,,,,,
,,,,,,,54398,57584,,,,,,,,
,,,,,,,15643,12949,,,,,,,,
,,,,,,,49952,27308,,,,,,,,
,,,,,,,47482,40239,,,,,,,,
,,,,,,,57368,15915,,,,,,,,
,,,,,,,57957,37075,,,,,,,,
,,,,,,,52401,27018,,,,,,,,
,,,,,,,46133,13299,,,,,,,,
,,,,,,,49889,24962,,,,,,,,
,,,,,,,38533,30782,,,,,,,,
,,,,,,,33908,57584,,,,,,,,
,,,,,,,20760,36380,,,,,,,,
,,,,,,,47441,34301,,,,,,,,
,,,,,,,28685,57584,,,,,,,,
,,,,,,,17114,45207,,,,,,,,
,,,,,,,36328,27694,,,,,,,,
,,,,,,,50667,52331,,,,,,,,
,,,,,,,33256,47131,,,,,,,,
,,,,,,,54379,23202,,,,,,,,
,,,,,,,45697,38996,,,,,,,,
,,,,,,,56669,42743,,,,,,,,
,,,,,,,47886,14082,,,,,,,,
,,,,,,,45052,54419,,,,,,,,
,,,,,,,55370,43956,,,,,,,,
,,,,,,,53878,15805,,,,,,,,
,,,,,,,25736,53321,,,,,,,,
,,,,,,,26096,12829,,,,,,,,
,,,,,,,55138,54467,,,,,,,,
,,,,,,,41626,31295,,,,,,,,
,,,,,,,14351,16884,,,,,,,,
,,,,,,,54512,26515,,,,,,,,
,,,,,,,48017,14799,,,,,,,,
,,,,,,,48831,33388,,,,,,,,
,,,,,,,49994,15324,,,,,,,,
,,,,,,,18348,48212,,,,,,,,
,,,,,,,56785,41113,,,,,,,,
,,,,,,,28620,33463,,,,,,,,
,,,,,,,25936,55456,,,,,,,,
,,,,,,,50576,38576,,,,,,,,
,,,,,,,40007,58698,,,,,,,,
,,,,,,,50314,9262,,,,,,,,
,,,,,,,53760,13917,,,,,,,,
,,,,,,,56172,57687,,,,,,,,
,,,,,,,53291,7771,,,,,,,,
,,,,,,,57717,40049,,,,,,,,
,,,,,,,58917,48462,,,,,,,,
,,,,,,,49102,4717,,,,,,,,
,,,,,,,53529,12472,,,,,,,,
,,,,,,,58906,13839,,,,,,,,
,,,,,,,54489,29826,,,,,,,,
,,,,,,,15643,57929,,,,,,,,
,,,,,,,19934,9637,,,,,,,,
,,,,,,,47267,13846,,,,,,,,
,,,,,,,17931,47918,,,,,,,,
,,,,,,,13259,18152,,,,,,,,
,,,,,,,53129,34620,,,,,,,,
,,,,,,,15513,37534,,,,,,,,
,,,,,,,49729,33539,,,,,,,,
,,,,,,,45453,26510,,,,,,,,
,,,,,,,58376,10290,,,,,,,,
,,,,,,,49788,35390,,,,,,,,
,,,,,,,38151,31817,,,,,,,,
,,,,,,,44042,30918,,,,,,,,
,,,,,,,22361,38996,,,,,,,,
,,,,,,,48098,34342,,,,,,,,
,,,,,,,48447,20254,,,,,,,,
,,,,,,,55411,13744,,,,,,,,
,,,,,,,38192,46870,,,,,,,,
,,,,,,,53759,53761,,,,,,,,
,,,,,,,53237,36315,,,,,,,,
,,,,,,,50114,58149,,,,,,,,
,,,,,,,50516,49977,,,,,,,,
,,,,,,,55530,43822,,,,,,,,
,,,,,,,44856,19657,,,,,,,,
,,,,,,,48751,34715,,,,,,,,
,,,,,,,53454,33856,,,,,,,,
,,,,,,,54229,4566,,,,,,,,
,,,,,,,47275,16820,,,,,,,,
,,,,,,,49443,6484,,,,,,,,
,,,,,,,26428,7812,,,,,,,,
,,,,,,,53546,44407,,,,,,,,
,,,,,,,46012,55639,,,,,,,,
,,,,,,,20285,22633,,,,,,,,
,,,,,,,50482,32138,,,,,,,,
,,,,,,,25736,13856,,,,,,,,
,,,,,,,51512,14541,,,,,,,,
,,,,,,,24087,34708,,,,,,,,
,,,,,,,26503,51659,,,,,,,,
,,,,,,,20692,45374,,,,,,,,
,,,,,,,57085,55517,,,,,,,,
,,,,,,,19137,6501,,,,,,,,
,,,,,,,16392,40247,,,,,,,,
,,,,,,,15515,46627,,,,,,,,
,,,,,,,14254,42212,,,,,,,,
,,,,,,,52000,19219,,,,,,,,
,,,,,,,47034,27610,,,,,,,,
,,,,,,,54205,27186,,,,,,,,
,,,,,,,49558,20720,,,,,,,,
,,,,,,,54556,18415,,,,,,,,
,,,,,,,48544,27269,,,,,,,,
,,,,,,,38924,44198,,,,,,,,
,,,,,,,19260,12533,,,,,,,,
,,,,,,,49730,41644,,,,,,,,
,,,,,,,17975,7462,,,,,,,,
,,,,,,,45286,38725,,,,,,,,
,,,,,,,36019,55640,,,,,,,,
,,,,,,,50711,48135,,,,,,,,
,,,,,,,39057,40763,,,,,,,,
,,,,,,,54385,57584,,,,,,,,
,,,,,,,37349,27773,,,,,,,,
,,,,,,,57552,12437,,,,,,,,
,,,,,,,11072,24888,,,,,,,,
,,,,,,,55177,43787,,,,,,,,
,,,,,,,52432,51876,,,,,,,,
,,,,,,,22514,4570,,,,,,,,
,,,,,,,55747,47469,,,,,,,,
,,,,,,,55544,46632,,,,,,,,
,,,,,,,36594,24369,,,,,,,,
,,,,,,,14385,56054,,,,,,,,
,,,,,,,57279,50398,,,,,,,,
,,,,,,,55656,58366,,,,,,,,
,,,,,,,14773,43306,,,,,,,,
,,,,,,,53291,56072,,,,,,,,
,,,,,,,45046,15915,,,,,,,,
,,,,,,,50407,57584,,,,,,,,
,,,,,,,55653,46747,,,,,,,,
,,,,,,,52536,28078,,,,,,,,
,,,,,,,44869,17238,,,,,,,,
,,,,,,,19178,57865,,,,,,,,
,,,,,,,15010,50211,,,,,,,,
,,,,,,,52446,15645,,,,,,,,
,,,,,,,44423,28080,,,,,,,,
,,,,,,,55416,51236,,,,,,,,
,,,,,,,44283,13772,,,,,,,,
,,,,,,,50829,53247,,,,,,,,
,,,,,,,15423,45176,,,,,,,,
,,,,,,,51766,41056,,,,,,,,
,,,,,,,55197,7461,,,,,,,,
,,,,,,,48784,34435,,,,,,,,
,,,,,,,44711,37630,,,,,,,,
,,,,,,,51446,47783,,,,,,,,
,,,,,,,58258,26814,,,,,,,,
,,,,,,,49189,2820,,,,,,,,
,,,,,,,24638,47984,,,,,,,,
,,,,,,,55803,22054,,,,,,,,
,,,,,,,45378,29164,,,,,,,,
,,,,,,,53233,30912,,,,,,,,
,,,,,,,20285,55766,,,,,,,,
,,,,,,,39046,13792,,,,,,,,
,,,,,,,57085,56708,,,,,,,,
,,,,,,,44831,42497,,,,,,,,
,,,,,,,56031,25364,,,,,,,,
,,,,,,,49562,37133,,,,,,,,
,,,,,,,57219,21343,,,,,,,,
,,,,,,,32536,27035,,,,,,,,
,,,,,,,15908,8822,,,,,,,,
,,,,,,,47886,23654,,,,,,,,
,,,,,,,53922,8454,,,,,,,,
,,,,,,,30757,52376,,,,,,,,
,,,,,,,56148,47404,,,,,,,,
,,,,,,,48204,49398,,,,,,,,
,,,,,,,34631,33408,,,,,,,,
,,,,,,,49889,26092,,,,,,,,
,,,,,,,54802,51269,,,,,,,,
,,,,,,,12796,29943,,,,,,,,
,,,,,,,47419,21912,,,,,,,,
,,,,,,,26976,6470,,,,,,,,
,,,,,,,53575,14192,,,,,,,,
,,,,,,,29267,57204,,,,,,,,
,,,,,,,52109,33315,,,,,,,,
,,,,,,,53397,16789,,,,,,,,
,,,,,,,52922,55869,,,,,,,,
,,,,,,,50632,57584,,,,,,,,
,,,,,,,53342,5892,,,,,,,,
,,,,,,,16806,57403,,,,,,,,
,,,,,,,45702,20949,,,,,,,,
,,,,,,,50900,39436,,,,,,,,
,,,,,,,55516,41577,,,,,,,,
,,,,,,,47504,31441,,,,,,,,
,,,,,,,54786,31154,,,,,,,,
,,,,,,,56793,18006,,,,,,,,
,,,,,,,58401,25756,,,,,,,,
,,,,,,,12165,18996,,,,,,,,
,,,,,,,47932,45575,,,,,,,,
,,,,,,,46741,12080,,,,,,,,
,,,,,,,52677,12284,,,,,,,,
,,,,,,,53342,16826,,,,,,,,
,,,,,,,48787,50340,,,,,,,,
,,,,,,,51618,57712,,,,,,,,
,,,,,,,22923,48933,,,,,,,,
,,,,,,,45665,22048,,,,,,,,
,,,,,,,51486,29536,,,,,,,,
,,,,,,,53956,42177,,,,,,,,
,,,,,,,56604,13263,,,,,,,,
,,,,,,,35869,38729,,,,,,,,
,,,,,,,46638,24960,,,,,,,,
,,,,,,,55203,57746,,,,,,,,
,,,,,,,51524,49586,,,,,,,,
,,,,,,,47325,37076,,,,,,,,
,,,,,,,18186,16883,,,,,,,,
,,,,,,,16794,37733,,,,,,,,
,,,,,,,48023,47717,,,,,,,,
,,,,,,,48062,29922,,,,,,,,
,,,,,,,58161,25756,,,,,,,,
,,,,,,,51172,45679,,,,,,,,
,,,,,,,20166,17420,,,,,,,,
,,,,,,,47411,45550,,,,,,,,
,,,,,,,40512,9644,,,,,,,,
,,,,,,,49183,8520,,,,,,,,
,,,,,,,27708,12356,,,,,,,,
,,,,,,,45203,44874,,,,,,,,
,,,,,,,52688,26859,,,,,,,,
,,,,,,,12182,16128,,,,,,,,
,,,,,,,42295,27809,,,,,,,,
,,,,,,,56916,12246,,,,,,,,
,,,,,,,55481,54972,,,,,,,,
,,,,,,,56595,17643,,,,,,,,
,,,,,,,47453,17335,,,,,,,,
,,,,,,,56604,57584,,,,,,,,
,,,,,,,54307,20825,,,,,,,,
,,,,,,,19520,38660,,,,,,,,
,,,,,,,37822,20564,,,,,,,,
,,,,,,,15500,25097,,,,,,,,
,,,,,,,45668,28891,,,,,,,,
,,,,,,,53069,27573,,,,,,,,
,,,,,,,49666,39314,,,,,,,,
,,,,,,,13566,8739,,,,,,,,
,,,,,,,55211,38639,,,,,,,,
,,,,,,,53238,42021,,,,,,,,
,,,,,,,53605,16286,,,,,,,,
,,,,,,,48177,42192,,,,,,,,
,,,,,,,55085,27037,,,,,,,,
,,,,,,,48873,44354,,,,,,,,
,,,,,,,34739,20108,,,,,,,,
,,,,,,,14738,12065,,,,,,,,
,,,,,,,45297,26821,,,,,,,,
,,,,,,,47550,13025,,,,,,,,
,,,,,,,21631,55860,,,,,,,,
,,,,,,,49136,56646,,,,,,,,
,,,,,,,53922,46183,,,,,,,,
,,,,,,,46194,42636,,,,,,,,
,,,,,,,47355,18962,,,,,,,,
,,,,,,,33908,14247,,,,,,,,
,,,,,,,14847,9824,,,,,,,,
,,,,,,,57338,46683,,,,,,,,
,,,,,,,51795,18143,,,,,,,,
,,,,,,,59079,37417,,,,,,,,
,,,,,,,17818,27451,,,,,,,,
,,,,,,,19125,28789,,,,,,,,
,,,,,,,51270,20703,,,,,,,,
,,,,,,,26343,15305,,,,,,,,
,,,,,,,42697,17242,,,,,,,,
,,,,,,,44821,24257,,,,,,,,
,,,,,,,56848,22253,,,,,,,,
,,,,,,,52721,29282,,,,,,,,
,,,,,,,55873,30787,,,,,,,,
,,,,,,,15341,30226,,,,,,,,
,,,,,,,21100,29843,,,,,,,,
,,,,,,,47742,57584,,,,,,,,
,,,,,,,7078,12534,,,,,,,,
,,,,,,,14337,45458,,,,,,,,
,,,,,,,15440,54819,,,,,,,,
,,,,,,,16678,4548,,,,,,,,
,,,,,,,56258,57584,,,,,,,,
,,,,,,,14387,13478,,,,,,,,
,,,,,,,57163,21856,,,,,,,,
,,,,,,,15754,58063,,,,,,,,
,,,,,,,38333,44756,,,,,,,,
,,,,,,,58000,15543,,,,,,,,
,,,,,,,16774,34204,,,,,,,,
,,,,,,,47029,40095,,,,,,,,
,,,,,,,34809,22078,,,,,,,,
,,,,,,,12688,25707,,,,,,,,
,,,,,,,51007,6691,,,,,,,,
,,,,,,,54668,11494,,,,,,,,
,,,,,,,56032,30516,,,,,,,,
,,,,,,,47072,6739,,,,,,,,
,,,,,,,50871,19700,,,,,,,,
,,,,,,,50397,48590,,,,,,,,
,,,,,,,48145,45323,,,,,,,,
,,,,,,,53584,35285,,,,,,,,
,,,,,,,58227,17238,,,,,,,,
,,,,,,,52536,13866,,,,,,,,
,,,,,,,36834,14788,,,,,,,,
,,,,,,,54844,20972,,,,,,,,
,,,,,,,15765,30395,,,,,,,,
,,,,,,,27788,57584,,,,,,,,
,,,,,,,23039,33534,,,,,,,,
,,,,,,,50084,29049,,,,,,,,
,,,,,,,32526,17360,,,,,,,,
,,,,,,,43547,52753,,,,,,,,
,,,,,,,50576,2820,,,,,,,,
,,,,,,,52948,17261,,,,,,,,
,,,,,,,46072,8174,,,,,,,,
,,,,,,,13328,53595,,,,,,,,
,,,,,,,57338,52950,,,,,,,,
,,,,,,,52322,44710,,,,,,,,
,,,,,,,41933,57584,,,,,,,,
,,,,,,,49025,45753,,,,,,,,
,,,,,,,54933,46447,,,,,,,,
,,,,,,,19727,22266,,,,,,,,
,,,,,,,33937,18075,,,,,,,,
,,,,,,,14727,22356,,,,,,,,
,,,,,,,49562,21215,,,,,,,,
,,,,,,,52895,20964,,,,,,,,
,,,,,,,50830,35200,,,,,,,,
,,,,,,,55050,12250,,,,,,,,
,,,,,,,24969,36460,,,,,,,,
,,,,,,,45197,29169,,,,,,,,
,,,,,,,19320,44054,,,,,,,,
,,,,,,,47876,54020,,,,,,,,
,,,,,,,48000,26763,,,,,,,,
,,,,,,,58326,45550,,,,,,,,
,,,,,,,43962,14404,,,,,,,,
,,,,,,,47320,27627,,,,,,,,
,,,,,,,46819,17459,,,,,,,,
,,,,,,,48679,52011,,,,,,,,
,,,,,,,23704,52927,,,,,,,,
,,,,,,,48629,57788,,,,,,,,
,,,,,,,51619,50144,,,,,,,,
,,,,,,,34760,45864,,,,,,,,
,,,,,,,41543,41428,,,,,,,,
,,,,,,,27319,32298,,,,,,,,
,,,,,,,25518,18367,,,,,,,,
,,,,,,,47983,29823,,,,,,,,
,,,,,,,49536,17949,,,,,,,,
,,,,,,,57104,49855,,,,,,,,
,,,,,,,29396,18944,,,,,,,,
,,,,,,,50538,47395,,,,,,,,
,,,,,,,,37805,,,,,,,,
,,,,,,,,18921,,,,,,,,
,,,,,,,,40272,,,,,,,,
,,,,,,,,17285,,,,,,,,
,,,,,,,,29279,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,44346,,,,,,,,
,,,,,,,,13303,,,,,,,,
,,,,,,,,10680,,,,,,,,
,,,,,,,,13798,,,,,,,,
,,,,,,,,11927,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,20013,,,,,,,,
,,,,,,,,18454,,,,,,,,
,,,,,,,,52950,,,,,,,,
,,,,,,,,11646,,,,,,,,
,,,,,,,,36786,,,,,,,,
,,,,,,,,26826,,,,,,,,
,,,,,,,,44861,,,,,,,,
,,,,,,,,14512,,,,,,,,
,,,,,,,,26394,,,,,,,,
,,,,,,,,35951,,,,,,,,
,,,,,,,,27035,,,,,,,,
,,,,,,,,20640,,,,,,,,
,,,,,,,,27304,,,,,,,,
,,,,,,,,39953,,,,,,,,
,,,,,,,,26352,,,,,,,,
,,,,,,,,56919,,,,,,,,
,,,,,,,,42211,,,,,,,,
,,,,,,,,37567,,,,,,,,
,,,,,,,,38493,,,,,,,,
,,,,,,,,45212,,,,,,,,
,,,,,,,,57880,,,,,,,,
,,,,,,,,40194,,,,,,,,
,,,,,,,,26757,,,,,,,,
,,,,,,,,28230,,,,,,,,
,,,,,,,,48683,,,,,,,,
,,,,,,,,17670,,,,,,,,
,,,,,,,,55023,,,,,,,,
,,,,,,,,11046,,,,,,,,
,,,,,,,,51313,,,,,,,,
,,,,,,,,47802,,,,,,,,
,,,,,,,,25434,,,,,,,,
,,,,,,,,23520,,,,,,,,
,,,,,,,,39774,,,,,,,,
,,,,,,,,54202,,,,,,,,
,,,,,,,,12489,,,,,,,,
,,,,,,,,45970,,,,,,,,
,,,,,,,,25370,,,,,,,,
,,,,,,,,13490,,,,,,,,
,,,,,,,,40496,,,,,,,,
,,,,,,,,14151,,,,,,,,
,,,,,,,,29887,,,,,,,,
,,,,,,,,58309,,,,,,,,
,,,,,,,,17828,,,,,,,,
,,,,,,,,46991,,,,,,,,
,,,,,,,,18034,,,,,,,,
,,,,,,,,19345,,,,,,,,
,,,,,,,,30144,,,,,,,,
,,,,,,,,26804,,,,,,,,
,,,,,,,,51632,,,,,,,,
,,,,,,,,52380,,,,,,,,
,,,,,,,,15463,,,,,,,,
,,,,,,,,54873,,,,,,,,
,,,,,,,,53805,,,,,,,,
,,,,,,,,27855,,,,,,,,
,,,,,,,,57023,,,,,,,,
,,,,,,,,19689,,,,,,,,
,,,,,,,,5097,,,,,,,,
,,,,,,,,38581,,,,,,,,
,,,,,,,,32349,,,,,,,,
,,,,,,,,30211,,,,,,,,
,,,,,,,,53279,,,,,,,,
,,,,,,,,58069,,,,,,,,
,,,,,,,,36371,,,,,,,,
,,,,,,,,40107,,,,,,,,
,,,,,,,,35971,,,,,,,,
,,,,,,,,55639,,,,,,,,
,,,,,,,,15303,,,,,,,,
,,,,,,,,43312,,,,,,,,
,,,,,,,,19266,,,,,,,,
,,,,,,,,52831,,,,,,,,
,,,,,,,,28485,,,,,,,,
,,,,,,,,57870,,,,,,,,
,,,,,,,,17501,,,,,,,,
,,,,,,,,19982,,,,,,,,
,,,,,,,,50173,,,,,,,,
,,,,,,,,36826,,,,,,,,
,,,,,,,,35235,,,,,,,,
,,,,,,,,13122,,,,,,,,
,,,,,,,,29398,,,,,,,,
,,,,,,,,29772,,,,,,,,
,,,,,,,,43926,,,,,,,,
,,,,,,,,20864,,,,,,,,
,,,,,,,,14059,,,,,,,,
,,,,,,,,29986,,,,,,,,
,,,,,,,,16886,,,,,,,,
,,,,,,,,24490,,,,,,,,
,,,,,,,,36630,,,,,,,,
,,,,,,,,38335,,,,,,,,
,,,,,,,,18064,,,,,,,,
,,,,,,,,9053,,,,,,,,
,,,,,,,,13947,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,52843,,,,,,,,
,,,,,,,,26370,,,,,,,,
,,,,,,,,34496,,,,,,,,
,,,,,,,,4741,,,,,,,,
,,,,,,,,34991,,,,,,,,
,,,,,,,,44675,,,,,,,,
,,,,,,,,18773,,,,,,,,
,,,,,,,,28519,,,,,,,,
,,,,,,,,53634,,,,,,,,
,,,,,,,,15434,,,,,,,,
,,,,,,,,35089,,,,,,,,
,,,,,,,,17225,,,,,,,,
,,,,,,,,7268,,,,,,,,
,,,,,,,,44142,,,,,,,,
,,,,,,,,17106,,,,,,,,
,,,,,,,,14082,,,,,,,,
,,,,,,,,51178,,,,,,,,
,,,,,,,,33655,,,,,,,,
,,,,,,,,57461,,,,,,,,
,,,,,,,,17589,,,,,,,,
,,,,,,,,41614,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,47207,,,,,,,,
,,,,,,,,51149,,,,,,,,
,,,,,,,,38674,,,,,,,,
,,,,,,,,30913,,,,,,,,
,,,,,,,,44468,,,,,,,,
,,,,,,,,28168,,,,,,,,
,,,,,,,,33339,,,,,,,,
,,,,,,,,14751,,,,,,,,
,,,,,,,,24850,,,,,,,,
,,,,,,,,14791,,,,,,,,
,,,,,,,,42464,,,,,,,,
,,,,,,,,27314,,,,,,,,
,,,,,,,,35376,,,,,,,,
,,,,,,,,1339,,,,,,,,
,,,,,,,,28082,,,,,,,,
,,,,,,,,40172,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,30363,,,,,,,,
,,,,,,,,19112,,,,,,,,
,,,,,,,,13059,,,,,,,,
,,,,,,,,39513,,,,,,,,
,,,,,,,,40916,,,,,,,,
,,,,,,,,56212,,,,,,,,
,,,,,,,,55367,,,,,,,,
,,,,,,,,44958,,,,,,,,
,,,,,,,,46646,,,,,,,,
,,,,,,,,12949,,,,,,,,
,,,,,,,,13818,,,,,,,,
,,,,,,,,42624,,,,,,,,
,,,,,,,,52843,,,,,,,,
,,,,,,,,36468,,,,,,,,
,,,,,,,,44070,,,,,,,,
,,,,,,,,43476,,,,,,,,
,,,,,,,,28427,,,,,,,,
,,,,,,,,58170,,,,,,,,
,,,,,,,,5711,,,,,,,,
,,,,,,,,53694,,,,,,,,
,,,,,,,,17869,,,,,,,,
,,,,,,,,29772,,,,,,,,
,,,,,,,,46285,,,,,,,,
,,,,,,,,26807,,,,,,,,
,,,,,,,,45207,,,,,,,,
,,,,,,,,10774,,,,,,,,
,,,,,,,,29775,,,,,,,,
,,,,,,,,15297,,,,,,,,
,,,,,,,,45119,,,,,,,,
,,,,,,,,18585,,,,,,,,
,,,,,,,,27844,,,,,,,,
,,,,,,,,52065,,,,,,,,
,,,,,,,,49943,,,,,,,,
,,,,,,,,39171,,,,,,,,
,,,,,,,,44346,,,,,,,,
,,,,,,,,22613,,,,,,,,
,,,,,,,,28534,,,,,,,,
,,,,,,,,28332,,,,,,,,
,,,,,,,,13070,,,,,,,,
,,,,,,,,19540,,,,,,,,
,,,,,,,,37053,,,,,,,,
,,,,,,,,14564,,,,,,,,
,,,,,,,,45787,,,,,,,,
,,,,,,,,56173,,,,,,,,
,,,,,,,,30423,,,,,,,,
,,,,,,,,28828,,,,,,,,
,,,,,,,,44323,,,,,,,,
,,,,,,,,41155,,,,,,,,
,,,,,,,,40213,,,,,,,,
,,,,,,,,50974,,,,,,,,
,,,,,,,,12072,,,,,,,,
,,,,,,,,56265,,,,,,,,
,,,,,,,,33711,,,,,,,,
,,,,,,,,42472,,,,,,,,
,,,,,,,,37084,,,,,,,,
,,,,,,,,36455,,,,,,,,
,,,,,,,,51612,,,,,,,,
,,,,,,,,45935,,,,,,,,
,,,,,,,,49575,,,,,,,,
,,,,,,,,53321,,,,,,,,
,,,,,,,,39877,,,,,,,,
,,,,,,,,36416,,,,,,,,
,,,,,,,,26758,,,,,,,,
,,,,,,,,17602,,,,,,,,
,,,,,,,,37601,,,,,,,,
,,,,,,,,12783,,,,,,,,
,,,,,,,,44160,,,,,,,,
,,,,,,,,43789,,,,,,,,
,,,,,,,,17991,,,,,,,,
,,,,,,,,14688,,,,,,,,
,,,,,,,,13629,,,,,,,,
,,,,,,,,42151,,,,,,,,
,,,,,,,,12893,,,,,,,,
,,,,,,,,13654,,,,,,,,
,,,,,,,,36334,,,,,,,,
,,,,,,,,28930,,,,,,,,
,,,,,,,,14713,,,,,,,,
,,,,,,,,13524,,,,,,,,
,,,,,,,,39835,,,,,,,,
,,,,,,,,33675,,,,,,,,
,,,,,,,,29900,,,,,,,,
,,,,,,,,35286,,,,,,,,
,,,,,,,,44613,,,,,,,,
,,,,,,,,17915,,,,,,,,
,,,,,,,,57449,,,,,,,,
,,,,,,,,30913,,,,,,,,
,,,,,,,,17281,,,,,,,,
,,,,,,,,31881,,,,,,,,
,,,,,,,,12949,,,,,,,,
,,,,,,,,13231,,,,,,,,
,,,,,,,,39405,,,,,,,,
,,,,,,,,33534,,,,,,,,
,,,,,,,,29114,,,,,,,,
,,,,,,,,45015,,,,,,,,
,,,,,,,,17691,,,,,,,,
,,,,,,,,29251,,,,,,,,
,,,,,,,,18061,,,,,,,,
,,,,,,,,41385,,,,,,,,
,,,,,,,,45121,,,,,,,,
,,,,,,,,43475,,,,,,,,
,,,,,,,,29844,,,,,,,,
,,,,,,,,38987,,,,,,,,
,,,,,,,,40011,,,,,,,,
,,,,,,,,50633,,,,,,,,
,,,,,,,,13374,,,,,,,,
,,,,,,,,21023,,,,,,,,
,,,,,,,,17264,,,,,,,,
,,,,,,,,26806,,,,,,,,
,,,,,,,,33838,,,,,,,,
,,,,,,,,34342,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,24766,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,13096,,,,,,,,
,,,,,,,,26607,,,,,,,,
,,,,,,,,38971,,,,,,,,
,,,,,,,,41815,,,,,,,,
,,,,,,,,4772,,,,,,,,
,,,,,,,,33744,,,,,,,,
,,,,,,,,17248,,,,,,,,
,,,,,,,,33463,,,,,,,,
,,,,,,,,11434,,,,,,,,
,,,,,,,,33744,,,,,,,,
,,,,,,,,12566,,,,,,,,
,,,,,,,,1256,,,,,,,,
,,,,,,,,45590,,,,,,,,
,,,,,,,,26710,,,,,,,,
,,,,,,,,26820,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,22016,,,,,,,,
,,,,,,,,13868,,,,,,,,
,,,,,,,,12250,,,,,,,,
,,,,,,,,11747,,,,,,,,
,,,,,,,,26504,,,,,,,,
,,,,,,,,50356,,,,,,,,
,,,,,,,,22548,,,,,,,,
,,,,,,,,26608,,,,,,,,
,,,,,,,,15816,,,,,,,,
,,,,,,,,17233,,,,,,,,
,,,,,,,,43960,,,,,,,,
,,,,,,,,20971,,,,,,,,
,,,,,,,,31918,,,,,,,,
,,,,,,,,29169,,,,,,,,
,,,,,,,,57584,,,,,,,,
,,,,,,,,13557,,,,,,,,
,,,,,,,,15626,,,,,,,,
,,,,,,,,44373,,,,,,,,
,,,,,,,,57403,,,,,,,,
,,,,,,,,54393,,,,,,,,
,,,,,,,,29175,,,,,,,,
,,,,,,,,13622,,,,,,,,
,,,,,,,,41578,,,,,,,,
,,,,,,,,33869,,,,,,,,
,,,,,,,,25503,,,,,,,,
,,,,,,,,21669,,,,,,,,
,,,,,,,,53309,,,,,,,,
